key,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst
GKA,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.081689834590001,145.391998291,5282,10,U
MAG,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,20,10,U
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789855957031,144.29600524902344,5388,10,U
LAE,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10,U
POM,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380355834961,147.22000122070312,146,10,U
WWK,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.58383011818,143.669006348,19,10,U
UAK,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1604995728,-45.4259986877,112,-3,E
GOH,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.6781005859,283,-3,E
SFJ,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,165,-3,E
THU,Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.7032012939,251,-4,E
AEY,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366210938,-18.07270050048828,6,0,N
EGS,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.2833023071289,-14.401399612426758,76,0,N
HFN,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0,N
HZK,Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0,N
IFJ,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809783935547,-23.135299682617188,8,0,N
KEF,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357056,171,0,N
PFJ,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0,N
RKV,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,48,0,N
SIJ,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0,N
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430114746094,-20.278900146484375,326,0,N
YAM,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,630,-5,A
YAV,Winnipeg / St. Andrews Airport,Winnipeg,Canada,YAV,CYAV,50.0564002991,-97.03250122070001,760,-6,A
YAW,Halifax / CFB Shearwater Heliport,Halifax,Canada,YAW,CYAW,44.6397018433,-63.499401092499994,144,-4,A
YAY,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.3918991089,-56.083099365200006,108,-3.5,A
YAZ,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,-8,A
YBB,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7,A
YBC,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,71,-5,A
YBG,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,522,-5,A
YBK,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,59,-6,A
YBL,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.950801849365234,-125.27100372314453,346,-8,A
YBR,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A
YCB,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.138000488,90,-7,A
YCD,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,92,-8,A
YCG,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.2963981628,-117.632003784,1624,-8,A
YCH,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A
YCL,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,-4,A
YCO,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.81670379639999,-115.143997192,74,-7,A
YCT,Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,2595,-7,A
YCW,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.939002991,32,-8,A
YCY,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,-5,A
YZS,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,-5,A
YDA,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.1280059814453,1215,-8,A
YDB,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,-8,A
YDC,Princeton Airport,Princeton,Canada,YDC,CYDC,49.4681015015,-120.511001587,2298,-8,A
YDF,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A
YDL,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,2600,-8,A
YDN,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.100799560546875,-100.052001953125,999,-6,A
YDQ,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.18299865722656,2148,-7,A
YEG,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,2373,-7,A
YEK,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.07080078119999,32,-6,A
YEN,Estevan Airport,Estevan,Canada,YEN,CYEN,49.2103004456,-102.966003418,1905,-6,N
YET,Edson Airport,Edson,Canada,YET,CYET,53.578899383499994,-116.464996338,3043,-7,A
YEU,Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6,A
YEV,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,224,-7,A
YFB,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756401062,-68.5558013916,110,-5,A
YFC,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.868900299072266,-66.53720092773438,68,-4,A
,Shenyang Dongta Airport,Shenyang,China,,ZYYY,41.784400939941406,123.49600219726562,0,,
YFO,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654297,997,-6,A
YFR,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,-7,A
YFS,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171875,555,-7,A
YGK,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,-5,A
YGL,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.625301361083984,-77.7042007446289,639,-5,A
YGP,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.7752990723,-64.4785995483,112,-5,A
YGQ,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,1144,-5,A
YGR,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,35,-5,A
YHB,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.310997009,1175,-6,N
YHD,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.83169937133789,-92.74420166015625,1354,-6,A
YHI,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,117,-7,A
YHK,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.84970092770001,152,-7,A
YHM,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,780,-5,A
YHU,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,-5,A
YHY,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7,A
YHZ,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.5085983276,477,-4,A
YIB,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,-5,A
YIO,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5,A
YJN,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,136,-5,A
YJT,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,84,-3.5,A
YKA,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.7022018433,-120.444000244,1133,-8,A
YKF,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.460800170899994,-80.3786010742,1055,-5,A
YKL,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.805301666259766,-66.8052978515625,1709,-5,A
YKY,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6,N
YKZ,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,650,-5,A
YLD,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,1470,-5,A
YLJ,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.125301361083984,-108.52300262451172,1576,-6,N
YLL,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.309200286865234,-110.072998046875,2193,-7,A
YLT,Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.2806015015,100,-5,A
YLW,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8,A
YMA,Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167236328,-135.8679962158203,1653,-8,A
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299377441406,-105.55899810791016,1892,-6,N
YMM,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301239,-111.222000122,1211,-7,A
YMO,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.291099548339844,-80.60780334472656,30,-5,A
YMW,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.2728004456,-75.9906005859,656,-5,A
YMX,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.6795005798,-74.0386962891,270,-5,A
YNA,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.189998626708984,-61.78919982910156,39,-5,A
YND,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.521701812699995,-75.5635986328,211,-5,A
YNM,Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169967651367,-77.80280303955078,918,-5,A
YOC,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060241699219,-139.83900451660156,824,-8,A
YOD,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.404998779296875,-110.27899932861328,1775,-7,A
YOJ,High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139892578125,-117.16500091552734,1110,-7,A
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5,A
YPA,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199066199996,-105.672996521,1405,-6,N
YPE,Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898193359375,-117.4469985961914,1873,-7,A
YPG,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6,A
YPL,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.21420288085938,1267,-5,A
YPN,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.2885971069336,167,-5,A
YPQ,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,628,-5,A
YPR,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.286098480199996,-130.445007324,116,-8,A
YPY,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,761,-7,A
YQA,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,925,-5,A
YQB,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A
YQF,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.89399719238281,2968,-7,A
YQG,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,-5,A
YQH,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167236328,-128.82200622558594,2255,-8,A
YQK,Kenora Airport,Kenora,Canada,YQK,CYQK,49.788299560546875,-94.36309814453125,1332,-6,A
YQL,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,3048,-7,A
YQM,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4,A
YQQ,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,-8,A
YQR,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,-6,N
YQT,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,-5,A
YQU,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,-7,A
YQV,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,1635,-6,N
YQW,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937133789,-108.24400329589844,1799,-6,N
YQX,Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.161399841299996,-60.0477981567,203,-4,A
YQZ,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623047,1789,-8,A
YRB,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.7169036865,-94.9693984985,215,-6,A
YRI,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.764400482177734,-69.58470153808594,427,-5,A
YRJ,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586,-5,A
YRM,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,3244,-7,A
YRT,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,94,-6,A
YSB,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5,A
YSC,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,792,-5,A
YSJ,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,-4,A
YSM,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,671,-7,A
YSR,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,-5,A
YSU,Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060134887695,-63.83359909057617,56,-4,A
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.242996216,282,-7,A
YTE,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,164,-5,A
YTH,Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734375,729,-6,A
YTR,CFB Trenton,Trenton,Canada,YTR,CYTR,44.118900299072266,-77.5280990600586,283,-5,A
YTS,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.569698333699996,-81.376701355,967,-5,A
YTZ,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5,A
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.43329620361328,-133.0260009765625,15,-7,A
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5,A
YUT,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770001,80,-6,A
YUX,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610015869999,-81.2425,30,-5,A
YUY,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,988,-5,A
YVC,La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.151401519800004,-105.262001038,1242,-6,N
YVG,Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.355800628699996,-110.823997498,2025,-7,A
YVM,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.03140258789999,21,-5,A
YVO,Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,1107,-5,A
YVP,Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.096099853515625,-68.4269027709961,129,-5,A
YVQ,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095214844,-126.7979965209961,238,-7,A
YVR,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901062,-123.183998108,14,-8,A
YVT,Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,1423,-6,N
YVV,Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,729,-5,A
YWA,Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.95220184326172,-77.31919860839844,427,-5,A
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.909999847399995,-97.2398986816,783,-6,A
YWK,Wabush Airport,Wabush,Canada,YWK,CYWK,52.92190170288086,-66.8644027709961,1808,-4,A
YWL,Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,3085,-8,A
YWY,Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.20940017700195,-123.43699645996094,489,-7,A
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.610801696777,-115.78199768066,3082,-7,A
YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.5724983215,-113.521003723,2202,-7,A
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.170799255371094,-106.69999694824219,1653,-6,N
YXH,Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.01890182495117,-110.72100067138672,2352,-7,A
YXJ,Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.23809814453125,-120.73999786376953,2280,-7,A
YXL,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923095703,-91.9052963256836,1258,-6,A
YXP,Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.1449966431,-65.71360015869999,75,-5,A
YXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.697400654599996,-79.8473453522,800,-5,A
YXS,Prince George Airport,Prince George,Canada,YXS,CYXS,53.8894004822,-122.679000854,2267,-8,A
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,713,-8,A
YXU,London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,-5,A
YXX,Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.025299072265625,-122.36100006103516,195,-8,A
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.7095985413,-135.067001343,2317,-8,A
YYB,North Bay Airport,North Bay,Canada,YYB,CYYB,46.36360168457031,-79.42279815673828,1215,-5,A
YYC,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231,-114.019996643,3557,-7,A
YYD,Smithers Airport,Smithers,Canada,YYD,CYYD,54.82469940185547,-127.18299865722656,1712,-8,A
YYE,Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.8363990784,-122.597000122,1253,-8,A
YYF,Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043334961,-119.60199737548828,1129,-8,A
YYG,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.290000915527344,-63.12110137939453,160,-4,A
YYH,Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,92,-7,A
YYJ,Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,63,-8,A
YYL,Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86389923095703,-101.07599639892578,1170,-6,A
YYN,Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.291900634799994,-107.691001892,2680,-6,N
YYQ,Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592041016,-94.06500244140625,94,-6,A
YYR,Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.4258003235,160,-4,A
YYT,St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938,-52.7518997192,461,-3.5,A
YYU,Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.41389846801758,-82.46749877929688,743,-5,A
YYW,Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846191406,-88.90969848632812,1058,-5,A
YYY,Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860061645508,-68.20809936523438,172,-5,A
YYZ,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,-5,A
YZD,Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250030517578,-79.4655990600586,652,-5,A
YZE,Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968261719,-82.56780242919922,635,-5,A
YZF,Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.462799072265625,-114.44000244140625,675,-7,A
YZH,Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.2930984497,-114.777000427,1912,-7,A
YZP,Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916379999,-131.813995361,21,-8,A
YZR,Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925293,-82.30889892578125,594,-5,A
YZT,Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.680599212646484,-127.36699676513672,71,-8,A
YZU,Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14390182495117,-115.78700256347656,2567,-7,A
YZV,Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.22330093383789,-66.2656021118164,180,-5,A
YZW,Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279815673828,-132.7429962158203,2313,-8,A
YZX,CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.98440170288086,-64.91690063476562,92,-4,A
ZFA,Faro Airport,Faro,Canada,ZFA,CZFA,62.20750045776367,-133.37600708007812,2351,-8,A
ZFM,Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.40750122070312,-134.86099243164062,116,-7,A
BJA,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018005,5.0699200630200005,20,1,N
ALG,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.691001892089844,3.215409994125366,82,1,N
DJG,Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292800903299998,9.45244026184,3176,1,N
QFD,Boufarik Airport,Boufarik,Algeria,QFD,DAAK,36.545799,2.87611,335,1,N
VVZ,Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234992981,8.62265014648,1778,1,N
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,4518,1,N
GJL,Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951011658,5.87361001968,36,1,N
AAE,Annaba Airport,Annaba,Algeria,AAE,DABB,36.822200775146484,7.809169769287109,16,1,N
CZL,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.620389938354492,2265,1,N
TEE,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,2661,1,N
HRM,Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040084838867,3.311539888381958,2540,1,N
TID,Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,3245,1,N
TIN,Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.167099952700001,1453,1,N
QAS,Ech Cheliff Airport,Ech-cheliff,Algeria,QAS,DAOI,36.2126998901,1.33176994324,463,1,N
TAF,Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036010742,-0.5322780013084412,367,1,N
TLM,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,814,1,N
ORN,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.6211829781529999,295,1,N
MUW,Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.207698822021484,0.14714199304580688,1686,1,N
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.837600708007812,-0.18641400337219238,919,1,N
BSK,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.793300628699996,5.73823022842,289,1,N
ELG,El Golea Airport,El Golea,Algeria,ELG,DAUE,30.571300506591797,2.8595900535583496,1306,1,N
GHA,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410186767578,3.794110059738159,1512,1,N
HME,Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.673000335699996,6.140439987180001,463,1,N
INZ,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.250999450699997,2.51202011108,896,1,N
TGR,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861450195,6.088669776916504,279,1,N
LOO,Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.764400482199996,2.92833995819,2510,1,N
TMX,Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006012,0.276033014059,1027,1,N
OGX,Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088500977,5.412779808044434,492,1,N
IAM,In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515003204,9.64291000366,1847,1,N
COO,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,19,1,N
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.35319995880127,-1.5124200582504272,1037,0,N
BOY,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.160099983215332,-4.33096981048584,1511,0,N
ACC,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.16678600013256073,205,0,N
TML,Tamale Airport,Tamale,Ghana,TML,DGLE,9.55718994140625,-0.8632140159606934,553,0,N
NYI,Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.361830234527588,-2.3287599086761475,1014,0,N
TKD,Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,0,N
